number_complaints,officer,salary,year
30,29282,84810,2010
30,29282,87372,2012
30,29282,96084,2014
30,29282,99978,2016
30,30474,73116,2009
30,30474,83706,2012
30,30474,89718,2015
30,30474,96060,2017
30,30512,83706,2013
30,30512,92316,2015
30,31337,52092,2002
30,31337,58572,2004
30,31337,64662,2005
30,31337,66924,2006
30,31337,68262,2007
30,31337,78012,2012
30,31337,86520,2015
30,31337,89130,2016
30,31337,90024,2017
30,31429,60600,2004
30,31429,73116,2009
30,31429,78360,2010
30,31429,79926,2011
30,31429,80724,2012
30,31553,67326,2003
30,31553,67326,2004
30,31737,58572,2004
30,31737,69270,2006
30,31737,70656,2009
30,31737,80724,2012
30,31737,85662,2014
30,31828,54672,2002
30,31828,58572,2004
30,31828,66924,2006
30,31828,70656,2008
30,31828,75726,2010
30,31828,77238,2011
30,31828,78012,2012
30,31828,102564,2014
30,31828,104628,2016
30,31914,75102,2003
30,31914,101634,2007
30,31941,42258,2006
30,31941,69648,2010
30,31970,62742,2004
30,31970,82878,2011
30,31970,86130,2013
30,31970,91404,2014
30,31970,96060,2017
30,32125,60720,2006
30,32125,75372,2012
30,32125,86142,2016
30,32229,54672,2002
30,32229,58572,2004
30,32229,68262,2007
30,32441,70656,2008
31,65,58572,2003
31,65,85662,2014
31,65,93354,2017
31,156,69270,2006
31,156,79926,2011
31,156,80724,2012
31,156,88830,2014
31,420,62742,2003
31,498,62742,2003
31,498,62742,2004
31,498,69270,2005
31,498,75816,2008
31,498,86130,2012
31,498,92316,2015
31,994,46872,2002
31,994,68262,2007
31,994,68262,2008
31,994,77238,2011
31,994,82788,2014
31,994,96474,2016
31,994,97440,2017
31,1048,66906,2005
31,1048,96060,2017
31,1444,58572,2004
31,1444,78012,2012
31,1444,85662,2014
31,1588,57426,2002
31,1588,64662,2005
31,1588,70656,2007
31,1588,75726,2010
31,1588,85662,2014
31,1647,36984,2004
31,1647,52788,2005
31,1647,57744,2006
31,1647,61932,2007
31,1647,73164,2010
31,1647,75372,2012
31,3411,60600,2004
31,3411,73116,2008
31,3411,73116,2009
31,3411,82878,2011
31,3760,71382,2002
31,3976,61512,2002
31,3976,62742,2003
31,3976,75816,2007
31,4017,58572,2003
31,4017,58572,2004
31,4017,66924,2006
31,4017,92718,2014
31,4017,93648,2015
31,4017,96474,2016
31,4295,36984,2004
31,4295,73164,2010
31,4295,83616,2015
31,4484,66924,2006
31,4484,80724,2013
31,4484,86520,2015
31,4599,58572,2003
31,4599,69270,2006
31,4599,70656,2008
31,4599,73116,2009
31,4599,79926,2011
31,4599,80724,2013
31,4599,88830,2014
31,5239,64662,2005
31,5239,68262,2009
31,5439,68262,2009
31,5439,74628,2011
31,6009,64662,2005
31,6009,70656,2007
31,6164,57426,2002
31,6164,66906,2005
31,6164,78360,2010
31,6164,80724,2013
31,6686,64578,2002
31,6686,65868,2003
31,6686,65868,2004
31,6757,62742,2003
31,6757,75816,2008
31,7242,58572,2004
31,7242,64662,2005
31,7242,70656,2008
31,7242,75726,2010
31,7729,96084,2014
31,8071,73116,2007
31,8071,83706,2012
31,8071,95106,2016
31,8082,52092,2002
31,8082,55764,2003
31,8082,58572,2004
31,8082,78012,2013
31,8082,90024,2017
31,8128,82008,2009
31,8153,58572,2003
31,8153,64662,2005
31,8153,78012,2012
31,8153,97440,2017
31,8459,95694,2008
31,8748,72810,2005
31,8748,85818,2006
31,8748,87534,2008
31,8748,105864,2014
31,8748,106920,2015
31,8748,111474,2016
31,8778,57426,2002
31,8778,63456,2004
31,8778,72480,2005
31,8778,83214,2006
31,8778,93816,2010
31,8778,96648,2013
31,8778,107988,2017
31,9620,65868,2004
31,9620,90348,2007
31,9620,90348,2008
31,9620,111474,2016
31,9712,87534,2008
31,9712,87534,2009
31,10170,154932,2014
31,10170,162684,2015
31,10170,162684,2016
31,10231,67326,2004
31,10902,73116,2009
31,11520,62424,2002
31,11520,75258,2006
31,11520,76764,2007
31,11520,76764,2009
31,11520,87918,2012
31,11520,99978,2016
31,12495,54636,2006
31,12495,61932,2008
31,12495,75372,2012
31,12495,83616,2015
31,12495,86142,2016
31,13001,72516,2006
31,13001,92718,2014
31,13001,96474,2016
31,13401,62742,2003
31,13401,62742,2004
31,14073,59412,2002
31,14100,85818,2006
31,14100,90348,2007
31,14100,90348,2009
31,14100,102978,2012
31,14241,96648,2012
31,14241,105864,2014
31,14241,106920,2015
31,14513,100440,2015
31,16544,55764,2003
31,16544,66924,2006
31,16544,68262,2007
31,16544,78012,2012
31,16544,85662,2014
31,16544,90024,2017
31,17065,81252,2010
31,17065,83706,2012
31,17065,92316,2015
31,17555,72726,2005
31,17555,76764,2007
31,17555,79632,2008
31,17555,87048,2011
31,17555,87918,2012
31,17555,99978,2016
31,17721,57426,2002
31,17721,58572,2003
31,17721,70656,2007
31,18172,70488,2004
31,18172,84876,2008
31,18172,102564,2014
31,19313,66906,2005
31,19313,70656,2007
31,19313,70656,2008
31,19313,80724,2013
31,19313,89718,2015
31,19384,70656,2009
31,19384,78360,2010
31,19384,89718,2015
31,19602,58572,2003
31,19602,58572,2004
31,19602,93816,2010
31,19602,107988,2017
31,19797,88578,2006
31,20057,53136,2004
31,20100,74328,2006
31,20100,81252,2010
31,20837,60600,2004
31,20837,73116,2007
31,20837,73116,2008
31,20837,82878,2011
31,21194,75816,2007
31,21194,75816,2009
31,21194,91404,2014
31,21220,50538,2004
31,21220,63720,2006
31,21220,73164,2010
31,21551,57426,2002
31,21551,66906,2005
31,21551,70656,2008
31,21551,85662,2014
31,22081,93276,2007
31,22170,66906,2005
31,22170,78360,2010
31,22170,83706,2013
31,23390,53136,2003
31,23390,55764,2004
31,23390,64662,2005
31,23390,66924,2006
31,23390,68262,2007
31,23390,78012,2012
31,23390,82788,2014
31,23390,90024,2017
31,23726,57426,2002
31,23726,70488,2005
31,23726,90960,2010
31,23726,96648,2012
31,23726,103590,2015
31,24026,81924,2010
31,24026,93648,2015
31,24790,70656,2008
31,25168,58572,2003
31,25168,66924,2006
31,25168,77238,2011
31,25168,80724,2013
31,25781,99756,2012
31,25781,99756,2013
31,25781,111474,2016
31,25962,66924,2006
31,26421,69270,2005
31,26421,75816,2008
31,26421,86130,2012
31,26421,86130,2013
31,26920,75102,2005
31,26920,87534,2007
31,26920,99756,2013
31,26920,105864,2014
31,26920,111474,2016
31,26933,75816,2009
31,26959,64356,2002
31,26959,102900,2016
31,27412,59412,2002
31,27412,83706,2012
31,27412,92430,2016
31,27412,93354,2017
31,27703,59412,2002
31,27703,79134,2008
31,27703,84810,2010
31,27703,99978,2016
31,27997,36984,2002
31,27997,50538,2003
31,27997,61566,2005
31,27997,73164,2010
31,27997,74628,2011
31,28069,58572,2004
31,28069,66924,2006
31,28069,68262,2007
31,28069,70656,2009
31,28069,89130,2016
31,28535,73116,2007
31,28585,58572,2003
31,28585,106920,2015
31,28736,66906,2005
31,28736,73116,2009
31,29016,79134,2007
31,29016,79134,2009
31,29016,90540,2013
31,29016,102900,2016
31,29892,73632,2002
31,30232,57426,2002
31,30232,58572,2003
31,30232,60600,2004
31,30232,89718,2015
31,30232,93354,2017
31,30501,78360,2010
31,30501,89718,2015
31,30550,60600,2004
31,30550,92316,2015
31,30849,69270,2005
31,30849,75816,2009
31,30933,75726,2010
31,30933,77238,2011
31,30933,80724,2012
31,30933,80724,2013
31,31073,69270,2005
31,31073,71682,2006
31,31073,96060,2017
31,31485,69270,2006
31,31724,60600,2004
31,31724,73116,2008
31,31724,79926,2011
31,31785,54672,2002
31,31785,66924,2006
31,31785,75726,2010
31,31785,77238,2011
31,31785,85662,2014
31,31785,89130,2016
31,32068,70656,2008
31,32068,70656,2009
31,32068,80724,2012
31,32068,85662,2014
31,32068,92430,2016
31,32068,93354,2017
31,32342,58572,2004
31,32342,77238,2011
31,32375,53136,2004
31,32375,93708,2013
31,32375,100440,2015
32,128,58572,2003
32,128,60600,2004
32,128,66906,2005
32,128,80724,2012
32,1026,36984,2004
32,1146,68262,2008
32,1146,83616,2015
32,2113,64662,2005
32,2113,68262,2007
32,2113,68262,2009
32,2113,75726,2010
32,2259,96828,2010
32,2259,105864,2014
32,2259,111474,2016
32,2399,79134,2009
32,2399,87888,2010
32,2399,99888,2015
32,2399,103932,2017
32,2462,59412,2002
32,2462,69270,2005
32,2462,81252,2010
32,2462,82878,2011
32,2677,65646,2003
32,2677,79134,2008
32,2677,90540,2013
32,3388,40830,2005
32,3388,73164,2010
32,5069,77514,2003
32,5456,79926,2011
32,5456,97080,2016
32,5456,98052,2017
32,6222,84876,2008
32,6222,96648,2013
32,6313,61512,2002
32,6313,62742,2004
32,6313,71682,2005
32,6313,74328,2006
32,6313,75816,2007
32,6313,75816,2008
32,6605,75102,2003
32,6605,90348,2008
32,6605,96828,2010
32,6605,102978,2012
32,6743,58572,2004
32,6743,64662,2005
32,6743,70656,2007
32,7160,52092,2002
32,7160,68262,2008
32,7160,86520,2015
32,7160,89130,2016
32,7167,55764,2004
32,7167,68262,2008
32,7167,89130,2016
32,7471,77514,2004
32,7471,154932,2014
32,7471,162684,2015
32,7471,162684,2017
32,7846,85818,2006
32,7846,87534,2007
32,7846,90348,2008
32,7846,111474,2016
32,8074,67884,2004
32,8074,77580,2006
32,8074,79134,2007
32,8074,90540,2012
32,8074,93192,2013
32,8176,75726,2010
32,8176,77238,2011
32,8620,58572,2004
32,8620,68262,2007
32,8620,70656,2008
32,8620,85662,2014
32,8620,89130,2016
32,8620,90024,2017
32,9001,64662,2005
32,9001,70656,2008
32,9001,75726,2010
32,9001,79926,2011
32,9001,86520,2015
32,9105,69270,2006
32,9105,79926,2011
32,9105,85662,2014
32,9316,52092,2002
32,9316,55764,2003
32,9316,64662,2005
32,9316,68262,2008
32,9316,85662,2014
32,9371,62742,2003
32,9371,91404,2014
32,10583,57426,2002
32,10583,58572,2003
32,10583,87534,2009
32,10583,93816,2010
32,10583,107988,2017
32,10731,60600,2003
32,10731,73116,2008
32,10731,78360,2010
32,10731,83706,2012
32,10731,83706,2013
32,10731,88830,2014
32,10731,92430,2016
32,12595,59412,2002
32,12595,62742,2004
32,12595,75816,2008
32,13028,89718,2015
32,13039,58572,2003
32,13039,64662,2005
32,13526,60600,2003
32,13526,69270,2006
32,13526,73116,2007
32,13526,78360,2010
32,13526,89718,2015
32,13587,66924,2006
32,13587,78012,2012
32,13587,85662,2014
32,13587,89130,2016
32,13629,75816,2008
32,13689,72480,2005
32,13689,74946,2006
32,13689,84570,2007
32,13689,84876,2008
32,13689,84876,2009
32,13689,95694,2011
32,13689,110148,2016
32,14538,66552,2002
32,14543,69270,2005
32,14737,54672,2002
32,14737,75726,2010
32,14737,77238,2011
32,14737,89130,2016
32,15234,61566,2005
32,15234,66924,2006
32,15234,96474,2016
32,15310,72480,2005
32,15310,84810,2010
32,16743,54636,2006
32,16743,64992,2009
32,16743,74628,2011
32,16901,80400,2006
32,16901,82008,2007
32,16945,58572,2003
32,16945,58572,2004
32,16945,64662,2005
32,16945,80724,2013
32,17688,69264,2003
32,17774,74328,2006
32,17774,75816,2007
32,17882,58572,2003
32,17882,70656,2008
32,17882,78360,2010
32,17882,85662,2014
32,17882,90618,2016
32,18076,87372,2014
32,18104,73632,2002
32,18104,88578,2006
32,18104,90348,2007
32,18104,109278,2014
32,18104,111474,2016
32,19108,62742,2004
32,19108,74328,2006
32,19948,74328,2006
32,19948,75816,2008
32,19948,75816,2009
32,19948,95106,2016
32,22389,69270,2006
32,22488,76446,2007
32,22488,76446,2009
32,22488,87372,2012
32,22488,100980,2017
32,23456,60600,2003
32,23456,73116,2008
32,23521,55764,2004
32,23521,78012,2013
32,23521,86520,2015
32,23781,60600,2003
32,23781,69270,2006
32,23781,73116,2007
32,24632,58572,2003
32,24632,66924,2006
32,24632,78012,2012
32,24632,85662,2014
32,24632,86520,2015
32,24632,89130,2016
32,24676,84876,2007
32,24676,84876,2008
32,24856,60600,2003
32,24856,60600,2004
32,24856,70656,2007
32,24856,79926,2011
32,24856,83706,2013
32,24856,88830,2014
32,24856,89718,2015
32,24856,93354,2017
32,25274,74328,2006
32,25274,75816,2009
32,25274,86130,2013
32,25345,36984,2003
32,25345,58668,2005
32,25345,63720,2006
32,25345,68262,2008
32,25345,68262,2009
32,25345,82788,2014
32,25345,83616,2015
32,25345,86142,2016
32,25345,87006,2017
32,25532,73476,2002
32,25532,85644,2006
32,26456,52092,2002
32,26456,55764,2003
32,26456,68262,2007
32,26790,57426,2002
32,26790,70656,2007
32,26790,75726,2010
32,26790,77238,2011
32,26790,86520,2015
32,27101,66924,2006
32,27101,70656,2008
32,27101,74178,2007
32,27101,80724,2012
32,27101,85662,2014
32,27101,89130,2016
32,27156,59412,2002
32,27156,73116,2009
32,27156,79926,2011
32,27156,83706,2013
32,27156,90618,2016
32,27849,54672,2002
32,27849,58572,2003
32,27849,68262,2008
32,27849,85662,2014
32,27849,86520,2015
32,29808,59412,2002
32,29808,81252,2010
32,29837,55764,2004
32,29837,68262,2009
32,29837,78012,2013
32,29844,58572,2003
32,29844,66924,2006
32,29844,68262,2007
32,29844,75726,2010
32,29844,77238,2011
32,29844,104628,2017
32,30039,58572,2004
32,30039,70656,2007
32,30039,99978,2016
32,30039,100980,2017
32,30097,75102,2004
32,30097,101634,2009
32,30097,154932,2012
32,30097,154932,2014
32,30097,170112,2015
32,30210,72810,2004
32,30351,59412,2002
32,30351,73116,2009
32,30351,81252,2010
32,30351,88830,2014
32,30884,91446,2006
32,31005,84876,2007
32,31005,103590,2015
32,31267,75102,2004
32,31472,59412,2002
32,31472,81252,2010
32,31472,83706,2012
32,31994,60600,2004
32,31994,78360,2010
32,31994,83706,2013
32,31994,96060,2017
32,32007,57426,2002
32,32007,78360,2010
32,32007,80724,2013
32,32017,68262,2007
32,32104,49548,2002
32,32104,64662,2005
32,32104,68262,2009
32,32104,78012,2012
32,32104,82788,2014
32,32221,58572,2003
32,32221,70656,2009
32,32221,79926,2011
32,32221,92430,2016
32,32280,52092,2002
32,32280,55764,2003
32,32280,70656,2009
32,32280,77238,2011
32,32280,78012,2012
32,32280,86520,2015
32,32280,89130,2016
32,32369,60720,2006
32,32369,68262,2009
32,32369,75372,2012
32,32369,87006,2017
32,32373,53136,2003
32,32373,55764,2004
32,32373,78012,2013
33,270,66906,2005
33,270,73116,2008
33,270,83706,2012
33,270,89718,2015
33,576,79926,2011
33,576,83706,2013
33,576,88830,2014
33,576,97044,2015
33,576,99978,2016
33,754,64926,2003
33,754,64926,2004
33,754,78006,2009
33,1219,57426,2002
33,1219,70488,2003
33,1219,83214,2006
33,1219,84876,2008
33,1219,95694,2011
33,1219,106920,2015
33,1219,107988,2016
33,1658,75102,2003
33,1658,75102,2004
33,1658,90348,2008
33,1658,102978,2013
33,2323,71682,2005
33,2323,74328,2006
33,2323,78006,2008
33,2323,78006,2009
33,2323,85278,2011
33,2409,59412,2002
33,2409,60600,2004
33,2409,71682,2006
33,2409,83706,2012
33,3482,61512,2002
33,3482,69270,2005
33,3482,74328,2006
33,3482,81252,2010
33,3494,62742,2004
33,4036,79500,2010
33,4036,89946,2014
33,4036,90846,2015
33,4036,93588,2016
33,4220,61512,2002
33,4220,75816,2007
33,4347,66906,2005
33,4347,73116,2007
33,4347,78360,2010
33,4347,92430,2016
33,4347,100980,2017
33,5012,57426,2002
33,5012,70656,2008
33,5012,77238,2011
33,5012,85662,2014
33,5012,86520,2015
33,5854,61512,2002
33,5854,62742,2003
33,5854,62742,2004
33,5854,85278,2011
33,6254,66924,2006
33,6254,70656,2009
33,6254,93708,2012
33,6254,96648,2013
33,6400,62742,2004
33,6400,75816,2007
33,6713,77238,2011
33,6713,78012,2012
33,6713,93648,2015
33,6819,74946,2005
33,6819,93192,2012
33,6819,93192,2013
33,7016,74946,2005
33,7016,82008,2008
33,7016,87888,2010
33,7016,93192,2013
33,7016,99888,2015
33,7708,75816,2007
33,7708,85278,2011
33,7708,86130,2012
33,7771,50538,2004
33,7771,58668,2005
33,7771,68262,2007
33,7771,82788,2014
33,7771,86142,2016
33,8426,60600,2003
33,8426,60600,2004
33,8426,105864,2014
33,8426,111474,2016
33,8438,64926,2003
33,8438,74328,2005
33,8438,78006,2008
33,8640,77238,2011
33,8640,89130,2016
33,8981,85662,2014
33,8981,92430,2016
33,9091,64662,2005
33,9091,68262,2008
33,9091,89130,2016
33,9138,58572,2003
33,9138,69270,2006
33,9138,92430,2016
33,9458,67884,2004
33,9458,74946,2005
33,9458,80400,2006
33,9458,82008,2008
33,9458,92268,2011
33,9458,93192,2012
33,9458,98898,2014
33,9458,99888,2015
33,9500,60600,2003
33,9500,93300,2014
33,10155,75816,2009
33,10155,81252,2010
33,10155,83706,2012
33,10962,62742,2003
33,11666,54672,2002
33,11666,58572,2004
33,11666,64662,2005
33,11666,70656,2008
33,11860,88356,2005
33,11860,93276,2008
33,12007,57426,2002
33,12007,70656,2007
33,12007,79926,2011
33,12319,64926,2003
33,12319,74328,2006
33,12319,78006,2007
33,12319,78006,2008
33,12765,59412,2002
33,12765,60600,2004
33,12765,69270,2005
33,12765,73116,2007
33,13336,75102,2005
33,13336,90348,2009
33,13336,98766,2011
33,13336,102978,2013
33,13999,57426,2002
33,13999,70656,2008
33,13999,80724,2013
33,14106,71682,2006
33,14684,71382,2002
33,14684,87534,2008
33,14684,125190,2017
33,14691,53136,2003
33,14691,55764,2004
33,14691,68262,2008
33,14691,68262,2009
33,14691,93708,2012
33,14691,93708,2013
33,14691,99444,2014
33,15237,73632,2002
33,15237,85818,2006
33,15237,90348,2009
33,15237,96828,2010
33,15237,109278,2014
33,15237,110370,2015
33,15369,66906,2005
33,15369,73116,2009
33,15369,79926,2011
33,15369,89718,2015
33,16477,66552,2002
33,16477,87888,2010
33,16477,89646,2011
33,16477,98898,2014
33,16617,57426,2002
33,16617,162684,2015
33,16675,62742,2003
33,16754,72810,2003
33,17103,57426,2002
33,17103,79926,2011
33,17103,88830,2014
33,17103,92430,2016
33,17103,93354,2017
33,18111,73116,2008
33,18176,72810,2003
33,18225,58572,2003
33,18225,66924,2006
33,18225,70656,2009
33,18225,90024,2017
33,18384,66924,2006
33,18384,77238,2011
33,18384,78012,2012
33,18384,80724,2013
33,18384,86520,2015
33,18384,89130,2016
33,18457,80022,2004
33,18457,93276,2008
33,18975,76476,2006
33,20080,61512,2002
33,20080,69270,2005
33,20080,75816,2007
33,20080,75816,2008
33,20080,81252,2010
33,20080,85278,2011
33,20080,91404,2014
33,20115,71682,2006
33,20115,73116,2007
33,20115,73116,2008
33,20115,88830,2014
33,20115,92316,2015
33,20317,73116,2008
33,20317,73116,2009
33,20317,83706,2013
33,20317,95106,2016
33,20586,70260,2003
33,20586,77580,2005
33,20586,80400,2006
33,20586,84402,2009
33,20651,82788,2014
33,21364,68262,2009
33,21364,75372,2012
33,21364,75372,2013
33,21364,83616,2015
33,21887,68262,2009
33,21887,75372,2013
33,21887,83616,2015
33,22827,77514,2004
33,22827,93276,2007
33,22827,99960,2010
33,22827,101958,2011
33,22827,110370,2015
33,23174,55764,2003
33,23174,86520,2015
33,23200,66552,2002
33,23200,67884,2003
33,23200,80400,2006
33,23200,82008,2007
33,23200,82008,2009
33,23200,93192,2012
33,23733,69264,2003
33,25149,74328,2006
33,25149,85278,2011
33,25149,86130,2014
33,25197,46872,2002
33,25197,82788,2014
33,25197,89130,2016
33,25273,70656,2009
33,25921,71382,2002
33,26062,60600,2004
33,26062,88830,2014
33,26062,92430,2016
33,26927,80022,2004
33,27102,60600,2004
33,27102,70656,2007
33,27102,73116,2008
33,27102,79926,2011
33,27797,36984,2004
33,27797,75372,2013
33,27907,62742,2004
33,27907,75816,2007
33,27907,75816,2009
33,27907,85278,2011
33,28530,57426,2002
33,28530,80724,2013
33,28741,62742,2003
33,28741,62742,2004
33,28741,75816,2007
33,28741,75816,2008
33,28741,82878,2011
33,28741,86130,2012
33,28741,96060,2017
33,29197,55764,2004
33,29197,64662,2005
33,29197,68262,2008
33,29197,89130,2016
33,29362,60600,2003
33,29362,60600,2004
33,29362,73116,2007
33,29362,85662,2014
33,29362,86520,2015
33,29772,47808,2003
33,29772,82788,2014
33,29772,83616,2015
33,29827,60600,2003
33,29827,60600,2004
33,29827,73116,2009
33,30603,67884,2003
33,30603,74946,2005
33,30603,82008,2007
33,30603,82008,2009
33,30603,93192,2013
33,30756,57426,2002
33,30756,58572,2004
33,30756,70656,2007
33,30756,80724,2013
33,30756,85662,2014
33,30756,92430,2016
33,31191,68262,2008
33,31191,75372,2012
33,31191,83616,2015
33,31191,87006,2017
33,31842,62214,2002
33,31842,63456,2003
33,31842,63456,2004
33,31842,72480,2005
33,31842,74946,2006
33,31842,76446,2008
33,31842,87372,2013
33,31845,60600,2003
33,31845,73116,2008
33,31845,83706,2013
33,31845,92430,2016
33,31845,96060,2017
33,31864,66906,2005
33,31881,74628,2011
33,31881,75372,2013
33,31881,83616,2015
33,31940,58572,2004
33,31940,75726,2010
33,31940,80724,2012
33,31940,85662,2014
33,31940,86520,2015
33,32015,82788,2014
33,32091,57426,2002
33,32091,58572,2003
33,32091,69270,2006
33,32091,70656,2007
33,32091,80724,2013
33,32091,92430,2016
33,32122,52092,2002
33,32122,66924,2006
33,32122,78012,2013
33,32122,90024,2017
33,32416,75726,2010
33,32416,86520,2015
33,32416,89130,2016
33,32440,74946,2006
33,32440,84810,2010
34,1509,90348,2009
34,1839,59412,2002
34,3558,57426,2002
34,3558,58572,2003
34,3558,66924,2006
34,3558,75726,2010
34,3986,57744,2006
34,3986,64992,2008
34,3986,68262,2009
34,3986,73164,2010
34,3986,74628,2011
34,3986,82788,2014
34,3986,87006,2017
34,5205,52092,2002
34,5205,55764,2003
34,5205,64662,2005
34,5205,68262,2007
34,5205,68262,2008
34,5406,66924,2006
34,5406,68262,2007
34,5674,73116,2007
34,5674,81252,2010
34,5674,83706,2012
34,5674,88830,2014
34,5674,96060,2017
34,6373,83706,2013
34,7725,69108,2002
34,7725,84876,2007
34,7725,105864,2014
34,7725,106920,2015
34,7725,107988,2016
34,7864,90960,2010
34,8668,52788,2005
34,8668,57744,2006
34,8668,83616,2015
34,9079,104742,2008
34,9079,139104,2006
34,9643,62742,2003
34,9643,62742,2004
34,9643,86130,2012
34,9686,70656,2009
34,9686,92430,2016
34,9919,77514,2003
34,9919,77514,2004
34,9919,91446,2006
34,9919,93276,2009
34,9919,99960,2010
34,10208,82008,2009
34,10352,64662,2005
34,10352,66924,2006
34,10352,68262,2007
34,10352,85662,2014
34,10793,61512,2002
34,10793,71682,2006
34,10793,75816,2009
34,10793,82878,2011
34,10793,96060,2017
34,12413,84402,2009
34,12426,70656,2007
34,12426,70656,2008
34,12426,80724,2012
34,13330,63456,2004
34,13330,70062,2005
34,13330,100980,2017
34,13784,58572,2003
34,13784,64662,2005
34,13784,66924,2006
34,13922,57426,2002
34,13922,58572,2004
34,13922,79500,2010
34,13922,83916,2011
34,13922,84756,2013
34,13922,89946,2014
34,14215,52092,2002
34,14215,66924,2006
34,14215,68262,2007
34,14215,78012,2012
34,14215,85662,2014
34,14217,60600,2004
34,14217,69270,2006
34,14217,87918,2013
34,14217,93300,2014
34,14217,97080,2016
34,14882,81252,2010
34,14882,83706,2013
34,14882,88830,2014
34,15552,70656,2007
34,15552,70656,2009
34,15552,78360,2010
34,16337,57426,2002
34,16337,58572,2004
34,16337,64662,2005
34,16337,93708,2012
34,16337,104628,2016
34,16842,71682,2006
34,16842,73116,2008
34,16842,83706,2012
34,16842,92316,2015
34,17679,61512,2002
34,17679,62742,2003
34,17679,75816,2009
34,17679,92316,2015
34,17679,93240,2016
34,17679,96060,2017
34,18091,70488,2003
34,18091,72810,2005
34,18091,83214,2006
34,18091,84876,2007
34,18091,95694,2011
34,18293,60600,2003
34,18293,60600,2004
34,18293,69270,2006
34,18293,73116,2007
34,18293,73116,2008
34,18293,83706,2013
34,18293,88830,2014
34,18293,89718,2015
34,19790,61512,2002
34,19790,75816,2007
34,20439,83706,2012
34,20439,95106,2016
34,20439,96060,2017
34,20495,69108,2002
34,20495,87534,2009
34,20495,105864,2014
34,20495,106920,2015
34,20495,107988,2016
34,20884,90348,2008
34,20884,109278,2014
34,20950,58572,2003
34,20950,69270,2006
34,20950,75726,2010
34,20950,79926,2011
34,20950,85662,2014
34,21325,61566,2005
34,21325,68262,2007
34,21325,68262,2009
34,21325,89130,2016
34,21883,57426,2002
34,21883,64662,2005
34,21883,75726,2010
34,22020,62742,2003
34,22020,75816,2007
34,22020,91404,2014
34,22614,99888,2015
34,24604,59412,2002
34,24604,60600,2004
34,24604,73116,2007
34,24604,83706,2013
34,24604,89718,2015
34,25864,55764,2004
34,25864,68262,2007
34,25882,70656,2008
34,27161,83214,2006
34,27161,84876,2007
34,27161,84876,2008
34,27161,93816,2010
34,27161,96648,2013
34,27687,66924,2006
34,27687,70656,2007
34,27687,89130,2016
34,27687,93354,2017
34,27722,77580,2006
34,27722,90540,2012
34,27722,96084,2014
34,27722,103932,2017
34,28441,57744,2006
34,28441,61932,2007
34,28441,68262,2009
34,28441,86142,2016
34,28441,87006,2017
34,28871,55764,2004
34,28871,66924,2006
34,28871,68262,2007
34,28871,68262,2008
34,28871,78012,2012
34,28871,78012,2013
34,28871,90024,2017
34,29073,58572,2003
34,29073,70656,2008
34,29374,83706,2012
34,29557,58572,2004
34,29557,84876,2007
34,29557,92778,2011
34,29817,58572,2003
34,29817,69270,2006
34,29817,70656,2007
34,29817,70656,2009
34,29817,80724,2012
34,29817,85662,2014
34,29817,89718,2015
34,29817,92430,2016
34,29917,73632,2002
34,29966,62742,2004
34,29966,69270,2005
34,29966,86130,2012
34,29966,86130,2013
34,30137,54672,2002
34,30137,77238,2011
34,30137,89130,2016
34,30137,90024,2017
34,30430,57426,2002
34,30430,58572,2003
34,30430,69270,2006
34,30430,70656,2007
34,30430,70656,2008
34,30593,66906,2005
34,30593,69270,2006
34,30593,70656,2008
34,30593,73116,2009
34,30593,78360,2010
34,30593,80724,2012
34,30593,89718,2015
34,30593,93354,2017
34,30817,78012,2013
34,30953,68262,2007
34,30953,70656,2009
34,30953,77238,2011
34,31950,70656,2009
34,31950,80724,2013
34,31955,73116,2009
34,32024,50538,2003
34,32024,53136,2004
34,32024,68262,2009
34,32024,78012,2012
34,32365,68262,2007
34,32365,74628,2011
34,32365,78012,2013
34,32365,82788,2014
34,32365,86142,2016
35,518,64356,2002
35,518,79134,2008
35,646,70656,2008
35,889,57426,2002
35,889,69270,2006
35,889,80724,2013
35,1179,75816,2009
35,1179,81252,2010
35,1511,59412,2002
35,1511,73116,2007
35,1511,73116,2009
35,1511,83706,2013
35,1511,95106,2016
35,1511,96060,2017
35,2470,58668,2005
35,2470,74628,2011
35,3498,59412,2002
35,3498,65646,2004
35,3498,84810,2010
35,3498,90540,2013
35,3498,107988,2016
35,3498,111474,2017
35,3821,60600,2003
35,3821,71682,2006
35,3821,73116,2007
35,3821,73116,2009
35,3821,89718,2015
35,5445,72480,2005
35,5445,74946,2006
35,5445,79134,2008
35,5520,61512,2002
35,5520,62742,2003
35,5520,62742,2004
35,5520,69270,2005
35,5520,74328,2006
35,5520,75816,2007
35,5929,76476,2006
35,6468,63654,2002
35,7199,55764,2003
35,7199,68262,2008
35,7265,58572,2003
35,7265,69270,2006
35,7265,85662,2014
35,7265,100980,2017
35,7532,76476,2006
35,7532,78006,2009
35,7603,75372,2012
35,8902,76446,2008
35,8902,87372,2013
35,8902,107988,2016
35,8985,59412,2002
35,8985,60600,2004
35,8985,71682,2006
35,8985,78360,2010
35,8985,82878,2011
35,8985,83706,2013
35,8985,88830,2014
35,8985,95106,2016
35,9230,36984,2003
35,9230,47808,2004
35,9230,83616,2015
35,9238,58572,2003
35,9238,66924,2006
35,9238,70656,2009
