number_complaints,officer,salary,year
5,886,120264,2015
5,896,43104,2007
5,896,58896,2008
5,896,75372,2012
5,896,91338,2017
5,925,75996,2002
5,925,93276,2008
5,925,109278,2014
5,959,71382,2002
5,959,98640,2007
5,1020,77580,2005
5,1020,80400,2006
5,1020,84402,2009
5,1020,93192,2012
5,1021,75372,2012
5,1021,86142,2016
5,1052,40830,2005
5,1052,61932,2007
5,1052,68262,2009
5,1052,74628,2011
5,1066,61932,2009
5,1066,74628,2011
5,1066,79980,2014
5,1191,62742,2003
5,1191,62742,2004
5,1191,82878,2011
5,1237,50538,2003
5,1237,53136,2004
5,1237,73164,2010
5,1237,78012,2012
5,1256,71682,2006
5,1256,83706,2012
5,1256,83706,2013
5,1256,92316,2015
5,1256,95106,2016
5,1347,58896,2009
5,1347,71040,2011
5,1347,79980,2014
5,1347,98184,2016
5,1397,67884,2003
5,1397,80400,2006
5,1397,82008,2007
5,1397,92268,2011
5,1422,58572,2003
5,1422,66906,2005
5,1463,73116,2008
5,1463,78360,2010
5,1527,57426,2002
5,1527,80724,2013
5,1527,88830,2014
5,1569,77514,2003
5,1569,93276,2007
5,1576,36984,2002
5,1576,66924,2006
5,1576,71700,2007
5,1576,74628,2011
5,1576,78012,2013
5,1576,82788,2014
5,1579,59412,2002
5,1579,82878,2011
5,1579,83706,2012
5,1579,92316,2015
5,1659,82878,2011
5,1659,89718,2015
5,1679,58572,2003
5,1679,68262,2007
5,1679,78012,2012
5,1679,78012,2013
5,1814,43104,2007
5,1814,75372,2012
5,1814,75372,2013
5,1838,63654,2002
5,1838,64926,2003
5,1838,74328,2005
5,1838,83604,2010
5,1858,52788,2005
5,1858,68262,2009
5,1858,75372,2012
5,1858,75372,2013
5,1858,83616,2015
5,1858,86142,2016
5,1872,65646,2004
5,1872,79134,2008
5,1872,89646,2011
5,1872,106920,2015
5,1872,111474,2017
5,1913,55764,2003
5,1913,66924,2006
5,1913,68262,2007
5,1913,70656,2009
5,1913,77238,2011
5,1913,78012,2012
5,1913,89130,2016
5,2007,82008,2009
5,2032,43104,2009
5,2032,79980,2014
5,2100,75372,2012
5,2100,75372,2013
5,2104,58572,2003
5,2138,73164,2010
5,2138,79980,2014
5,2138,87006,2017
5,2171,70716,2003
5,2171,70716,2004
5,2171,82008,2007
5,2292,82272,2010
5,2292,83916,2011
5,2292,89946,2014
5,2292,97080,2016
5,2292,98052,2017
5,2301,36984,2003
5,2301,73164,2010
5,2301,78012,2013
5,2301,82788,2014
5,2333,66906,2005
5,2333,69270,2006
5,2333,78360,2010
5,2337,57426,2002
5,2337,70656,2008
5,2337,75726,2010
5,2381,72810,2004
5,2381,82746,2006
5,2423,79224,2016
5,2432,68262,2007
5,2432,68262,2009
5,2432,73164,2010
5,2432,74628,2011
5,2432,78012,2013
5,2501,74946,2003
5,2541,61932,2007
5,2541,68262,2009
5,2541,74628,2011
5,2541,75372,2013
5,2541,82788,2014
5,2545,73476,2002
5,2633,43104,2007
5,2633,75372,2012
5,2633,80778,2015
5,2694,66924,2006
5,2694,68262,2007
5,2694,68262,2008
5,2694,75726,2010
5,2694,78012,2013
5,2694,90024,2017
5,2701,84402,2008
5,2701,90456,2010
5,2701,93192,2012
5,2781,54636,2006
5,2781,58896,2007
5,2781,64992,2009
5,2781,90432,2016
5,2783,61512,2002
5,2783,62742,2003
5,2783,62742,2004
5,2783,75816,2009
5,2783,85278,2011
5,2783,86130,2012
5,2811,68262,2007
5,2811,68262,2008
5,2811,75726,2010
5,2817,43104,2012
5,2826,36984,2002
5,2826,47808,2003
5,2826,58668,2005
5,2886,75372,2012
5,2886,79980,2014
5,2886,80778,2015
5,2886,86142,2016
5,2904,68262,2008
5,2904,75372,2012
5,2904,75372,2013
5,2904,82788,2014
5,2904,86142,2016
5,2904,87006,2017
5,2946,61512,2002
5,2946,69270,2005
5,2946,75816,2009
5,2946,82878,2011
5,3003,73296,2015
5,3004,65016,2013
5,3032,68262,2008
5,3072,69264,2003
5,3078,89646,2011
5,3078,93192,2012
5,3078,98898,2014
5,3078,99888,2015
5,3103,60600,2004
5,3103,69270,2005
5,3103,71682,2006
5,3103,73116,2007
5,3103,82878,2011
5,3159,76476,2006
5,3159,78006,2007
5,3166,43104,2009
5,3166,59724,2010
5,3166,71748,2013
5,3166,80778,2015
5,3177,82914,2006
5,3177,95694,2011
5,3177,96648,2013
5,3248,66006,2002
5,3248,67326,2004
5,3308,61530,2013
5,3308,68994,2014
5,3308,73296,2015
5,3308,84054,2017
5,3330,80736,2008
5,3346,61512,2002
5,3346,62742,2003
5,3346,74328,2006
5,3346,85278,2011
5,3346,86130,2012
5,3373,50538,2003
5,3373,53136,2004
5,3373,68262,2008
5,3373,83616,2015
5,3373,89130,2016
5,3384,40830,2005
5,3384,61932,2008
5,3384,64992,2009
5,3384,74628,2011
5,3511,36984,2003
5,3511,55794,2005
5,3511,60720,2006
5,3511,68262,2009
5,3511,73164,2010
5,3511,74628,2011
5,3511,82788,2014
5,3511,83616,2015
5,3523,57426,2002
5,3523,67920,2005
5,3523,70656,2008
5,3523,74178,2007
5,3523,75726,2010
5,3523,92718,2014
5,3523,93648,2015
5,3523,99978,2016
5,3559,73164,2010
5,3559,74628,2011
5,3559,87006,2017
5,3582,43104,2010
5,3582,68382,2012
5,3582,79980,2014
5,3587,77238,2011
5,3629,36984,2004
5,3629,57744,2006
5,3629,75372,2012
5,3629,75372,2013
5,3629,82788,2014
5,3658,49548,2002
5,3735,96828,2010
5,3735,98766,2011
5,3735,110370,2015
5,3812,83706,2013
5,3822,70656,2007
5,3822,70656,2008
5,3865,71700,2008
5,3865,81900,2012
5,3865,89946,2014
5,3874,47808,2003
5,3874,78012,2012
5,3874,78012,2013
5,3874,86142,2016
5,3922,46872,2002
5,3922,53136,2004
5,3922,78012,2012
5,3936,53136,2004
5,3936,68262,2007
5,3998,83220,2016
5,4056,72810,2003
5,4066,73164,2010
5,4066,78012,2013
5,4066,82788,2014
5,4069,57426,2002
5,4069,66924,2006
5,4069,70656,2008
5,4069,80724,2013
5,4069,89130,2016
5,4105,65646,2004
5,4105,72480,2005
5,4105,86508,2011
5,4105,87372,2012
5,4105,99978,2016
5,4105,100980,2017
5,4126,68262,2007
5,4126,83616,2015
5,4159,57516,2005
5,4182,53136,2003
5,4182,66924,2006
5,4182,73164,2010
5,4182,82788,2014
5,4182,83616,2015
5,4218,68382,2013
5,4225,60600,2003
5,4225,88830,2014
5,4225,93354,2017
5,4268,61512,2002
5,4268,75816,2008
5,4325,61512,2002
5,4325,62742,2003
5,4355,59412,2002
5,4355,69270,2005
5,4355,79134,2007
5,4355,103932,2017
5,4374,96072,2007
5,4387,55764,2003
5,4387,75726,2010
5,4387,77238,2011
5,4387,89130,2016
5,4423,55728,2008
5,4423,66378,2010
5,4423,75372,2012
5,4423,79980,2014
5,4440,64374,2011
5,4440,68382,2012
5,4471,67884,2003
5,4471,79134,2007
5,4471,82008,2008
5,4506,61932,2008
5,4506,75372,2013
5,4532,69264,2004
5,4532,76476,2005
5,4532,88260,2011
5,4540,89718,2015
5,4540,92430,2016
5,4540,93354,2017
5,4546,62742,2004
5,4546,73116,2007
5,4546,75816,2009
5,4546,81252,2010
5,4546,82878,2011
5,4546,91404,2014
5,4546,92316,2015
5,4556,55794,2005
5,4556,60720,2006
5,4556,68262,2009
5,4556,75372,2012
5,4569,55764,2004
5,4569,68262,2007
5,4569,68262,2008
5,4569,78012,2012
5,4569,78012,2013
5,4569,97440,2017
5,4610,55728,2007
5,4610,69648,2010
5,4610,80778,2015
5,4610,86142,2016
5,4615,69648,2010
5,4615,75372,2013
5,4617,66006,2002
5,4658,36984,2002
5,4658,50538,2003
5,4658,53136,2004
5,4658,83616,2015
5,4724,68262,2007
5,4724,70656,2009
5,4724,78012,2012
5,4724,93648,2015
5,4724,97440,2017
5,4747,60600,2004
5,4747,69270,2006
5,4747,83706,2013
5,4747,89718,2015
5,4749,58896,2007
5,4749,75372,2013
5,4778,69264,2003
5,4855,63672,2003
5,4855,94236,2015
5,4909,55764,2003
5,4909,67920,2005
5,4909,74946,2006
5,4909,76446,2007
5,4909,76446,2009
5,4909,84396,2012
5,4909,93648,2015
5,4947,60600,2003
5,4958,78450,2002
5,4958,99960,2010
5,5003,64992,2008
5,5003,82788,2014
5,5003,87006,2017
5,5019,73476,2002
5,5083,46872,2002
5,5083,50538,2003
5,5083,66924,2006
5,5083,78012,2013
5,5083,82788,2014
5,5084,58572,2004
5,5084,77238,2011
5,5207,36984,2004
5,5207,73164,2010
5,5207,82788,2014
5,5333,50538,2004
5,5333,63720,2006
5,5333,68262,2008
5,5333,68262,2009
5,5333,83616,2015
5,5389,66006,2002
5,5389,67326,2003
5,5402,43104,2007
5,5402,61932,2009
5,5402,75372,2013
5,5413,80778,2015
5,5413,83220,2016
5,5413,84054,2017
5,5450,61932,2008
5,5450,64992,2009
5,5450,75372,2012
5,5465,62742,2003
5,5465,69270,2005
5,5465,75816,2007
5,5494,36984,2003
5,5494,68262,2007
5,5494,68262,2008
5,5494,68262,2009
5,5494,86142,2016
5,5514,57426,2002
5,5514,65592,2005
5,5565,43104,2009
5,5565,68382,2012
5,5565,83220,2016
5,5664,68262,2008
5,5664,75726,2010
5,5664,78012,2012
5,5706,57744,2006
5,5706,64992,2008
5,5706,82788,2014
5,5757,60600,2003
5,5757,60600,2004
5,5757,69270,2006
5,5757,73116,2008
5,5757,73116,2009
5,5757,83706,2012
5,5757,83706,2013
5,5757,88830,2014
5,5767,68994,2014
5,5870,42258,2006
5,5870,79980,2014
5,5918,75102,2004
5,5918,75102,2005
5,5918,101958,2011
5,5924,42258,2006
5,5924,80778,2015
5,5924,86142,2016
5,5951,70488,2004
5,5951,84876,2008
5,5951,93708,2012
5,6035,67326,2003
5,6060,84756,2012
5,6060,84756,2013
5,6060,97080,2016
5,6093,66924,2006
5,6093,68262,2009
5,6093,82788,2014
5,6116,77514,2003
5,6116,80022,2005
5,6117,66006,2002
5,6131,55728,2008
5,6131,58896,2009
5,6131,66378,2010
5,6131,75372,2013
5,6131,84054,2017
5,6137,57426,2002
5,6137,58572,2003
5,6137,58572,2004
5,6137,86520,2015
5,6226,121728,2005
5,6235,43104,2008
5,6235,79980,2014
5,6235,83220,2016
5,6283,69270,2006
5,6283,70656,2007
5,6283,79926,2011
5,6283,86520,2015
5,6322,78384,2011
5,6370,49548,2002
5,6370,68262,2009
5,6370,73164,2010
5,6370,77238,2011
5,6411,65646,2003
5,6411,90540,2012
5,6411,96084,2014
5,6417,57426,2002
5,6417,85662,2014
5,6442,90348,2008
5,6442,102978,2012
5,6442,109278,2014
5,6538,80778,2015
5,6538,83220,2016
5,6538,87006,2017
5,6559,55764,2004
5,6559,78012,2013
5,6606,36984,2003
5,6606,68262,2009
5,6606,78012,2013
5,6606,83616,2015
5,6616,70656,2008
5,6616,77238,2011
5,6616,80724,2012
5,6675,104628,2016
5,6825,57426,2002
5,6825,64662,2005
5,6825,70656,2008
5,6825,97440,2017
5,6895,82008,2007
5,6895,87888,2010
5,6905,68262,2008
5,6905,78012,2012
5,6905,78012,2013
5,6905,86520,2015
5,6932,90618,2016
5,6954,55764,2003
5,6954,68262,2008
5,6954,78012,2012
5,6954,90024,2017
5,6966,59412,2002
5,6966,60600,2003
5,6966,60600,2004
5,6966,82878,2011
5,7004,61518,2004
5,7004,84756,2013
5,7040,64662,2005
5,7040,66924,2006
5,7040,76446,2009
5,7040,81924,2010
5,7040,83562,2011
5,7040,84396,2012
5,7103,66552,2002
5,7103,67884,2003
5,7111,69264,2003
5,7112,72810,2003
5,7112,75102,2005
5,7112,87534,2009
5,7124,84054,2017
5,7240,58896,2008
5,7240,61932,2009
5,7240,69648,2010
5,7240,74628,2011
5,7240,86142,2016
5,7250,43104,2009
5,7250,79980,2014
5,7250,88296,2017
5,7330,64374,2011
5,7333,42258,2006
5,7333,69648,2010
5,7333,74628,2011
5,7333,80778,2015
5,7333,87006,2017
5,7361,53136,2003
5,7361,66924,2006
5,7361,78012,2012
5,7361,83616,2015
5,7433,69264,2003
5,7554,85818,2006
5,7554,90348,2009
5,7554,102978,2013
5,7589,63654,2002
5,7589,76476,2006
5,7662,63654,2002
5,7662,64926,2004
5,7662,76476,2006
5,7662,78006,2007
5,7663,60720,2006
5,7663,73164,2010
5,7663,83616,2015
5,7665,72726,2006
5,7665,87534,2009
5,7665,99756,2012
5,7665,106920,2015
5,7700,73164,2010
5,7700,77238,2011
5,7700,83616,2015
5,7795,82422,2004
5,7795,82422,2006
5,7819,67908,2002
5,7819,69264,2004
5,7855,64356,2002
5,7855,77580,2006
5,7855,79134,2007
5,7855,79134,2008
5,7855,79134,2009
5,7855,89646,2011
5,7892,87534,2007
5,7941,71040,2011
5,7941,80778,2015
5,8055,64662,2005
5,8055,70656,2008
5,8055,79926,2011
5,8065,73116,2008
5,8092,78006,2007
5,8092,83604,2010
5,8093,72570,2014
5,8093,83220,2016
5,8142,68262,2009
5,8142,75372,2013
5,8142,86142,2016
5,8144,63720,2006
5,8144,68262,2008
5,8262,66552,2002
5,8262,67884,2003
5,8262,67884,2004
5,8304,43104,2012
5,8304,68994,2014
5,8332,68262,2007
5,8332,68262,2008
5,8332,70656,2009
5,8332,75726,2010
5,8332,77238,2011
5,8332,78012,2013
5,8332,90024,2017
5,8334,53136,2003
5,8334,55764,2004
5,8334,75372,2012
5,8334,75372,2013
5,8341,53136,2003
5,8341,66924,2006
5,8341,68262,2008
5,8399,50538,2004
5,8399,63720,2006
5,8399,68262,2009
5,8399,73164,2010
5,8399,75372,2012
5,8399,83616,2015
5,8400,68994,2014
5,8400,73296,2015
5,8409,66378,2010
5,8409,75372,2013
5,8409,80778,2015
5,8409,84054,2017
5,8449,63654,2002
5,8466,58896,2008
5,8484,61566,2005
5,8484,68262,2009
5,8484,78012,2013
5,8489,77514,2003
5,8516,58572,2003
5,8516,70656,2008
5,8599,73116,2008
5,8599,79926,2011
5,8729,67326,2003
5,8729,67326,2004
5,8734,73632,2002
5,8734,141888,2009
5,8734,154932,2014
5,8854,75102,2005
5,8854,88578,2006
5,8854,90348,2007
5,8854,102978,2013
5,8854,110370,2015
5,8892,71382,2002
5,8892,72810,2005
5,8897,43104,2012
5,8970,96072,2008
5,8970,105018,2011
5,9015,60600,2004
5,9058,68262,2009
5,9058,75726,2010
5,9058,78012,2013
5,9058,89130,2016
5,9066,68262,2007
5,9066,75726,2010
5,9130,67326,2003
5,9199,68262,2007
5,9199,68262,2009
5,9199,77238,2011
5,9199,86520,2015
5,9199,89130,2016
5,9209,54636,2006
5,9209,87006,2017
5,9246,80400,2006
5,9246,87888,2010
5,9246,92268,2011
5,9246,93192,2012
5,9257,74328,2005
5,9257,92316,2015
5,9257,95106,2016
5,9267,75372,2012
5,9267,75372,2013
5,9313,64926,2003
5,9313,85278,2011
5,9333,59412,2002
5,9333,60600,2003
5,9333,71682,2006
5,9333,95106,2016
5,9343,54636,2006
5,9346,82422,2003
5,9370,43104,2013
5,9370,68994,2014
5,9370,79224,2016
5,9375,76476,2005
5,9432,75816,2007
5,9432,75816,2009
5,9432,90540,2013
5,9467,58896,2009
5,9467,66378,2010
5,9467,84054,2017
5,9469,66006,2002
5,9571,43104,2010
5,9571,71748,2013
5,9571,80778,2015
5,9574,61530,2013
5,9574,68994,2014
5,9579,42258,2006
5,9579,58896,2007
5,9579,75372,2012
5,9579,80778,2015
5,9584,61932,2009
5,9584,79980,2014
5,9655,67884,2003
5,9655,82008,2009
5,9655,93192,2012
5,9664,57426,2002
5,9664,58572,2003
5,9664,66906,2005
5,9664,70656,2007
5,9664,73116,2009
5,9664,79926,2011
5,9664,80724,2013
5,9664,89718,2015
5,9719,47808,2003
5,9719,63720,2006
5,9719,68262,2007
5,9719,68262,2008
5,9719,78012,2012
5,9726,68262,2009
5,9726,78012,2013
5,9726,86520,2015
5,9749,52092,2002
5,9765,66906,2005
5,9765,70656,2007
5,9794,80400,2005
5,9794,82746,2006
5,9798,58572,2003
5,9798,68262,2007
5,9798,70656,2008
5,9798,70656,2009
5,9798,75726,2010
5,9798,77238,2011
5,9798,86520,2015
5,9877,58572,2003
5,9877,68262,2007
5,9877,85662,2014
5,9886,58572,2003
5,9886,64662,2005
5,9886,70656,2008
5,9924,58572,2003
5,9924,70656,2009
5,9924,80724,2013
5,9924,90024,2017
5,10017,43104,2007
5,10061,79134,2007
5,10061,79134,2009
5,10061,87888,2010
5,10061,96084,2014
5,10061,103932,2017
5,10085,64992,2008
5,10085,82788,2014
5,10085,101442,2017
5,10168,36984,2002
5,10168,78012,2012
5,10168,86142,2016
5,10205,77514,2004
5,10205,77514,2005
5,10205,93276,2007
5,10229,75372,2012
5,10229,79980,2014
5,10263,58896,2008
5,10263,61932,2009
5,10263,87006,2017
5,10296,62214,2002
5,10296,74946,2006
5,10302,42258,2006
5,10302,69648,2010
5,10302,74628,2011
5,10316,68262,2009
5,10316,73164,2010
5,10316,75372,2012
5,10316,75372,2013
5,10316,83616,2015
5,10316,86142,2016
5,10316,94122,2017
5,10317,57744,2006
5,10317,75372,2012
5,10317,75372,2013
5,10317,86142,2016
5,10320,55728,2007
5,10320,69648,2010
5,10325,47808,2003
5,10325,63720,2006
5,10325,78012,2013
5,10325,87006,2017
5,10354,60312,2002
5,10354,98052,2017
5,10445,55728,2007
5,10445,79980,2014
5,10468,68994,2014
5,10468,79224,2016
5,10491,75372,2012
5,10491,80778,2015
5,10491,87006,2017
5,10497,58572,2003
5,10516,80400,2006
5,10540,69270,2006
5,10540,85662,2014
5,10607,36984,2003
5,10621,55728,2008
5,10621,75372,2012
5,10621,79980,2014
5,10637,42258,2006
5,10637,75372,2013
5,10757,70656,2008
5,10757,75726,2010
5,10757,78012,2012
5,10757,85662,2014
5,10853,62742,2004
5,10853,71682,2006
5,10856,69270,2005
5,10856,71682,2006
5,10863,68262,2007
5,10863,78012,2012
5,10863,90024,2017
5,10871,72726,2006
5,10871,74178,2007
5,10871,84876,2009
5,10871,93816,2010
5,10931,58896,2009
5,10931,75372,2012
5,10931,83220,2016
5,11017,61932,2009
5,11017,75372,2012
5,11067,54672,2002
5,11067,58572,2003
5,11067,58572,2004
5,11067,70656,2009
5,11067,75726,2010
5,11067,80724,2013
5,11094,43104,2012
5,11094,61530,2013
5,11136,73164,2010
5,11136,75372,2013
5,11136,83616,2015
5,11136,101442,2017
5,11152,72480,2005
5,11152,74946,2006
5,11152,76446,2007
5,11152,76446,2009
5,11152,107988,2016
5,11227,61932,2007
5,11227,68262,2009
5,11227,74628,2011
5,11227,75372,2013
5,11227,79980,2014
5,11289,58572,2003
5,11289,58572,2004
5,11289,66906,2005
5,11289,70656,2007
5,11289,70656,2009
5,11289,78360,2010
5,11389,93192,2013
5,11389,99888,2015
5,11416,58572,2003
5,11416,70656,2008
5,11429,57426,2002
5,11429,84810,2010
5,11429,87372,2012
5,11438,62742,2003
5,11438,69270,2005
5,11438,75816,2007
5,11438,75816,2008
5,11438,81252,2010
5,11438,86130,2012
5,11458,58572,2003
5,11458,64662,2005
5,11464,42258,2006
5,11464,69648,2010
5,11464,74628,2011
5,11478,68262,2007
5,11478,68262,2008
5,11478,68262,2009
5,11478,82788,2014
5,11478,83616,2015
5,11582,75372,2013
5,11582,79980,2014
5,11582,80778,2015
5,11624,67326,2003
5,11654,66006,2002
5,11711,66552,2002
5,11711,74946,2005
5,11711,80400,2006
5,11711,82008,2007
5,11711,87888,2010
5,11711,92268,2011
5,11711,93192,2012
5,11721,76764,2009
5,11800,73632,2002
5,11800,90348,2007
5,11800,102978,2013
5,11800,109278,2014
5,11907,82008,2007
5,11907,82008,2008
5,11907,82008,2009
5,11907,87888,2010
5,11907,92268,2011
5,11907,93192,2012
5,11915,58668,2005
5,11915,68262,2007
5,11915,68262,2008
5,11915,73164,2010
5,11915,74628,2011
5,11915,75372,2012
5,11915,78012,2013
5,11915,82788,2014
5,11919,69270,2006
5,11919,70656,2007
5,11919,70656,2008
5,11919,80724,2012
5,11919,85662,2014
5,11919,89718,2015
5,11933,69264,2003
5,11953,64662,2005
5,11953,66924,2006
5,12001,64374,2011
5,12001,71748,2013
5,12032,66906,2005
5,12032,69270,2006
5,12032,70656,2009
5,12032,79926,2011
5,12032,80724,2012
5,12032,80724,2013
5,12032,85662,2014
5,12032,93354,2017
5,12083,54672,2002
5,12083,68262,2007
5,12083,68262,2008
5,12083,70656,2009
5,12083,78012,2012
5,12083,80724,2014
5,12088,61530,2012
5,12088,84054,2017
5,12134,58896,2007
5,12134,61932,2008
5,12158,40830,2005
5,12158,54636,2006
5,12158,73164,2010
5,12158,75372,2013
5,12158,87006,2017
5,12178,43104,2007
5,12178,58896,2008
5,12178,69648,2010
5,12178,75372,2012
5,12178,80778,2015
5,12178,83220,2016
5,12178,87006,2017
5,12196,68262,2007
5,12198,60600,2004
5,12198,71682,2006
5,12198,73116,2009
5,12198,83706,2012
5,12292,57744,2006
5,12292,64992,2008
5,12292,75372,2012
5,12312,36984,2004
5,12312,64992,2008
5,12312,73164,2010
5,12312,83616,2015
5,12340,46872,2002
5,12340,66924,2006
5,12340,68262,2007
5,12340,68262,2009
5,12340,89130,2016
5,12353,64992,2008
5,12353,75372,2013
5,12420,67326,2003
5,12420,74328,2005
5,12420,76476,2006
5,12424,73164,2010
5,12424,78012,2012
5,12446,61512,2002
5,12462,59412,2002
5,12462,71682,2006
5,12462,73116,2009
5,12462,81252,2010
5,12563,64926,2004
5,12565,64662,2005
5,12565,69270,2006
5,12565,79926,2011
5,12565,85662,2014
5,12565,107988,2016
5,12565,107988,2017
5,12574,69264,2005
5,12642,66552,2002
5,12642,87888,2010
5,12642,98898,2014
5,12642,102900,2016
5,12671,60600,2004
5,12671,82878,2011
5,12671,83706,2012
5,12671,95106,2016
5,12671,96060,2017
5,12713,93276,2007
5,12713,93276,2008
5,12713,93276,2009
5,12713,99960,2010
5,12827,64662,2005
5,12827,75726,2010
5,12848,63654,2002
5,12860,64662,2005
5,12860,68262,2007
5,12860,86520,2015
5,12870,36984,2004
5,12870,61932,2008
5,12870,64992,2009
5,12870,75372,2013
5,12893,63654,2002
5,12893,64926,2004
5,12893,78006,2009
5,12893,92316,2015
5,12944,69264,2004
5,13058,61512,2002
5,13058,62742,2003
5,13058,75816,2007
5,13058,81252,2010
5,13073,86130,2014
5,13079,72810,2003
5,13079,85818,2006
5,13079,87534,2007
5,13079,99756,2012
5,13079,106920,2015
5,13087,66924,2006
5,13087,86520,2015
5,13158,67884,2004
5,13158,74946,2005
5,13158,89646,2011
5,13158,102978,2013
5,13158,111474,2016
5,13171,66378,2010
5,13171,79980,2014
5,13201,58572,2004
5,13201,70656,2008
5,13201,70656,2009
5,13201,85662,2014
5,13201,86520,2015
5,13201,90024,2017
5,13225,60600,2003
5,13225,60600,2004
5,13225,78360,2010
5,13225,79926,2011
5,13225,80724,2012
5,13225,89718,2015
5,13234,60918,2011
5,13234,68382,2013
5,13234,80778,2015
5,13248,83214,2006
5,13263,42258,2006
5,13263,79980,2014
5,13263,80778,2015
5,13279,60600,2004
5,13279,87372,2012
5,13279,99978,2016
5,13285,75996,2002
5,13285,77514,2004
5,13319,57426,2002
5,13364,63654,2002
5,13364,64926,2003
5,13364,83604,2010
5,13399,68262,2007
5,13399,68262,2008
5,13399,75726,2010
5,13399,82788,2014
5,13441,69264,2003
5,13441,69264,2004
5,13491,55764,2004
5,13491,78012,2012
5,13491,86520,2015
5,13491,89130,2016
5,13572,59412,2002
5,13572,60600,2004
5,13572,73116,2007
5,13572,73116,2009
5,13664,82422,2003
5,13664,96072,2007
5,13664,96072,2008
5,13664,102960,2010
5,13664,105018,2011
5,13683,82008,2008
5,13683,87888,2010
5,13707,70656,2007
5,13707,73116,2008
5,13707,78360,2010
5,13770,76446,2009
5,13770,84396,2012
5,13809,43104,2007
5,13809,80778,2015
5,13809,83220,2016
5,13831,60600,2003
5,13831,73116,2008
5,13900,70488,2003
5,13900,72810,2005
5,13900,111078,2012
5,13900,132876,2017
5,14068,58572,2004
5,14068,99444,2014
5,14069,69264,2003
5,14123,58572,2003
5,14123,66924,2006
5,14123,86520,2015
5,14199,87888,2010
5,14230,64662,2005
5,14230,75726,2010
5,14230,77238,2011
5,14230,85662,2014
5,14230,89130,2016
5,14236,77514,2004
5,14236,88578,2006
5,14236,99960,2010
5,14249,67908,2002
5,14301,121728,2003
5,14301,140532,2005
5,14348,54672,2002
5,14369,36984,2003
5,14369,55794,2005
5,14369,74628,2011
5,14369,78012,2013
5,14369,82788,2014
5,14369,90432,2016
5,14369,91338,2017
5,14385,66006,2002
5,14385,67326,2004
5,14385,74328,2005
5,14385,76476,2006
5,14389,64926,2004
5,14389,78006,2008
5,14389,83604,2010
5,14389,86130,2012
5,14413,55794,2005
5,14413,68262,2008
5,14413,73164,2010
5,14413,74628,2011
5,14413,75372,2012
5,14475,64926,2004
5,14475,74328,2006
5,14475,75816,2007
5,14495,60600,2003
5,14495,62742,2004
5,14495,71682,2006
5,14495,73116,2008
5,14516,57744,2006
5,14516,68262,2009
5,14516,73164,2010
5,14516,74628,2011
5,14516,79980,2014
5,14516,87006,2017
5,14544,73116,2009
5,14604,36984,2003
5,14604,64992,2007
5,14604,68262,2009
5,14604,73164,2010
5,14604,74628,2011
5,14608,68262,2008
5,14608,75726,2010
5,14608,78012,2012
5,14608,78012,2013
5,14608,85662,2014
5,14618,74628,2011
5,14618,75372,2013
5,14621,58896,2007
5,14621,61932,2008
5,14621,75372,2013
5,14621,79980,2014
5,14664,54672,2002
5,14664,61518,2004
5,14714,72810,2003
5,14714,87534,2007
5,14714,99756,2012
5,14714,99756,2013
5,14717,176532,2013
5,14736,82422,2003
5,14773,55764,2003
5,14773,58572,2004
5,14773,75726,2010
5,14773,86520,2015
5,14851,60600,2003
5,14851,66906,2005
5,14851,73116,2009
5,14851,96060,2017
5,14859,36984,2004
5,14863,68382,2013
5,14863,80778,2015
5,14864,49548,2002
5,14864,53136,2003
5,14864,64662,2005
5,14883,58572,2004
5,14883,68262,2007
5,14883,70656,2008
5,14883,70656,2009
5,14883,85662,2014
5,14883,86520,2015
5,14883,89130,2016
5,14943,40830,2005
5,14943,58896,2007
5,14943,73164,2010
5,14943,79980,2014
5,14972,78012,2012
5,14972,86520,2015
5,14972,89130,2016
5,14972,90024,2017
5,14998,55794,2005
5,14998,68262,2009
5,14998,75372,2012
5,14998,86142,2016
5,15072,94188,2006
5,15209,52092,2002
5,15209,55764,2003
5,15209,67920,2005
5,15209,76446,2009
5,15209,84396,2013
5,15209,97440,2017
5,15220,75372,2012
5,15220,79980,2014
5,15220,86142,2016
5,15286,78012,2012
5,15286,89130,2016
5,15301,90348,2007
5,15301,90348,2009
5,15307,79152,2006
5,15307,80736,2008
5,15406,57744,2006
5,15406,61932,2007
5,15406,68262,2009
5,15406,75372,2013
5,15460,83706,2012
5,15460,83706,2013
5,15496,65646,2003
5,15496,74946,2006
5,15496,79134,2009
5,15496,90540,2012
5,15501,74946,2003
5,15610,61512,2002
5,15610,71682,2006
5,15628,69264,2003
5,15650,58896,2007
5,15650,79980,2014
5,15685,121728,2003
5,15685,139104,2006
5,15686,66924,2006
5,15793,43104,2007
5,15793,79980,2014
5,15793,83220,2016
5,15793,87006,2017
5,15812,85818,2006
5,15848,63672,2004
5,15848,75258,2006
5,15848,87048,2011
5,15872,58572,2004
5,15872,64662,2005
5,15872,66924,2006
5,15948,70656,2007
5,15948,80724,2012
5,15950,75726,2010
5,15950,80724,2012
5,15994,75816,2008
5,16063,43104,2011
5,16063,61530,2012
5,16065,71382,2002
5,16065,72810,2004
5,16068,63456,2003
5,16068,63456,2004
5,16068,70062,2005
5,16068,76446,2007
5,16068,87372,2012
5,16068,87372,2013
5,16068,92718,2014
